"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.category.label","Approve","Reject"
"301KG0KX9E5O6XAJ8QP8U3WRGZR2HQ","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 00:41:53 PDT 2019","3","BatchId:3621379;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 00:41:53 PDT 2019","","","3018Q3ZVOLASNEHJ7DZJ29CH75RARZ","A3C9U8UNUAJLVX","Approved","Fri Apr 26 03:48:24 PDT 2019","Fri Apr 26 03:54:36 PDT 2019","Mon Apr 29 03:54:36 PDT 2019","Fri Apr 26 04:22:08 PDT 2019","","","372","100% (34/34)","100% (34/34)","100% (34/34)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Jane_727_Danielle_620.png","Dissimilar pair"
"301KG0KX9E5O6XAJ8QP8U3WRGZR2HQ","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 00:41:53 PDT 2019","3","BatchId:3621379;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 00:41:53 PDT 2019","","","3IFS6Q0HJL3JUB0UYQR19H5W6FHSIB","AW6XDUPZD94Y3","Approved","Fri Apr 26 00:50:12 PDT 2019","Fri Apr 26 00:50:36 PDT 2019","Mon Apr 29 00:50:36 PDT 2019","Fri Apr 26 04:22:08 PDT 2019","","","24","100% (10/10)","100% (10/10)","100% (10/10)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Jane_727_Danielle_620.png","Dissimilar pair"
"301KG0KX9E5O6XAJ8QP8U3WRGZR2HQ","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 00:41:53 PDT 2019","3","BatchId:3621379;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 00:41:53 PDT 2019","","","3M23Y66PO5R31R5TWPICCEFRXOL6SU","A21F9591IPDHON","Approved","Fri Apr 26 00:48:08 PDT 2019","Fri Apr 26 00:48:30 PDT 2019","Mon Apr 29 00:48:30 PDT 2019","Fri Apr 26 04:22:08 PDT 2019","","","22","100% (100/100)","100% (100/100)","100% (100/100)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Jane_727_Danielle_620.png","Dissimilar pair"
"302OLP89D1RMUSU7ZD4MPUI9FVEACW","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 00:41:54 PDT 2019","3","BatchId:3621379;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 00:41:54 PDT 2019","","","3N4BPTXIOBCQFJIMNY7D1Y2XJGPKUS","A2B0DHIYXB7647","Approved","Fri Apr 26 00:47:28 PDT 2019","Fri Apr 26 00:53:21 PDT 2019","Mon Apr 29 00:53:21 PDT 2019","Fri Apr 26 04:22:22 PDT 2019","","","353","100% (89/89)","100% (89/89)","100% (89/89)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Dylan_788_Lauren_796.png","Dissimilar pair"
"302OLP89D1RMUSU7ZD4MPUI9FVEACW","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 00:41:54 PDT 2019","3","BatchId:3621379;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 00:41:54 PDT 2019","","","3U5NZHP4LUMMLO9I0R5ME0Z6JIUHPQ","A3MJO9U6J3TFKR","Approved","Fri Apr 26 00:48:20 PDT 2019","Fri Apr 26 00:51:45 PDT 2019","Mon Apr 29 00:51:45 PDT 2019","Fri Apr 26 04:22:22 PDT 2019","","","205","100% (27/27)","100% (27/27)","100% (27/27)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Dylan_788_Lauren_796.png","Dissimilar pair"
"302OLP89D1RMUSU7ZD4MPUI9FVEACW","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 00:41:54 PDT 2019","3","BatchId:3621379;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 00:41:54 PDT 2019","","","3Z7VU45IP115VHQALB03DBLDCS41ZV","A1T02KY1E9YI3I","Approved","Fri Apr 26 00:47:08 PDT 2019","Fri Apr 26 00:47:51 PDT 2019","Mon Apr 29 00:47:51 PDT 2019","Fri Apr 26 04:22:22 PDT 2019","","","43","100% (61/61)","100% (61/61)","100% (61/61)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Dylan_788_Lauren_796.png","Dissimilar pair"
"302U8RURJ1LPDKUWZY4W1SQYZ9SVNZ","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 00:41:52 PDT 2019","3","BatchId:3621379;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 00:41:52 PDT 2019","","","36TFCYNS47URUXB9MIF38DL9LH2HXD","A32HGN5OM8HVNB","Approved","Fri Apr 26 00:47:27 PDT 2019","Fri Apr 26 00:47:40 PDT 2019","Mon Apr 29 00:47:40 PDT 2019","Fri Apr 26 04:22:01 PDT 2019","","","13","100% (51/51)","100% (51/51)","100% (51/51)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Joseph_266_Thomas_781.png","Similar pair"
"302U8RURJ1LPDKUWZY4W1SQYZ9SVNZ","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 00:41:52 PDT 2019","3","BatchId:3621379;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 00:41:52 PDT 2019","","","3C2NJ6JBKD1I3DUN1RPNN7O9UKA2NW","A2F8L3FEF36HGS","Approved","Fri Apr 26 00:47:15 PDT 2019","Fri Apr 26 00:48:30 PDT 2019","Mon Apr 29 00:48:30 PDT 2019","Fri Apr 26 04:22:01 PDT 2019","","","75","100% (119/119)","100% (119/119)","100% (119/119)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Joseph_266_Thomas_781.png","Similar pair"
"302U8RURJ1LPDKUWZY4W1SQYZ9SVNZ","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 00:41:52 PDT 2019","3","BatchId:3621379;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 00:41:52 PDT 2019","","","3XCC1ODXDOVKAUO0W9W5S9RMBNDRQN","A26K0G16XPC1IB","Approved","Fri Apr 26 00:48:01 PDT 2019","Fri Apr 26 00:52:02 PDT 2019","Mon Apr 29 00:52:02 PDT 2019","Fri Apr 26 04:22:01 PDT 2019","","","241","100% (108/108)","100% (108/108)","100% (108/108)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Joseph_266_Thomas_781.png","Similar pair"
"307FVKVSYTZ1GMJUZVMKW54VMAR47M","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 00:41:42 PDT 2019","3","BatchId:3621379;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 00:41:42 PDT 2019","","","31T4R4OBOV06YAU2IDX43NB56WHC73","A30UB0NUUWB3RM","Approved","Fri Apr 26 00:46:21 PDT 2019","Fri Apr 26 00:46:31 PDT 2019","Mon Apr 29 00:46:31 PDT 2019","Fri Apr 26 04:21:52 PDT 2019","","","10","100% (23/23)","100% (23/23)","100% (23/23)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Gary_728_Steve_759.png","Similar pair"
