"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.category.label","Approve","Reject"
"302U8RURJ1LPDKUWZY4W1SQYZA4NV5","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 02:43:57 PDT 2019","3","BatchId:3621445;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 02:43:57 PDT 2019","","","3HOSI13XH28WKB1Q9MV1NL3JD82DD5","A3MFGOFHSH6NMG","Approved","Fri Apr 26 02:45:19 PDT 2019","Fri Apr 26 02:46:12 PDT 2019","Mon Apr 29 02:46:12 PDT 2019","Fri Apr 26 04:19:50 PDT 2019","","","53","100% (109/109)","100% (109/109)","100% (109/109)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Sarah_369_Abby_719.png","Dissimilar pair"
"302U8RURJ1LPDKUWZY4W1SQYZA4NV5","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 02:43:57 PDT 2019","3","BatchId:3621445;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 02:43:57 PDT 2019","","","3QBD8R3Z243AOC9M6K8OVBLC49G4OG","A2ZIILM3R7LLK6","Approved","Fri Apr 26 02:44:32 PDT 2019","Fri Apr 26 02:50:34 PDT 2019","Mon Apr 29 02:50:34 PDT 2019","Fri Apr 26 04:19:50 PDT 2019","","","362","100% (69/69)","100% (69/69)","100% (69/69)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Sarah_369_Abby_719.png","Dissimilar pair"
"302U8RURJ1LPDKUWZY4W1SQYZA4NV5","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 02:43:57 PDT 2019","3","BatchId:3621445;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 02:43:57 PDT 2019","","","3R6P78PK7NV6DK7EX2WOYAO2TM5TGD","A2S74EDOWN6EKH","Approved","Fri Apr 26 02:44:20 PDT 2019","Fri Apr 26 02:45:48 PDT 2019","Mon Apr 29 02:45:48 PDT 2019","Fri Apr 26 04:19:50 PDT 2019","","","88","100% (92/92)","100% (92/92)","100% (92/92)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Sarah_369_Abby_719.png","Similar pair"
"302U8RURJ1LPDKUWZY4W1SQYZA4VND","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 02:44:00 PDT 2019","3","BatchId:3621445;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 02:44:00 PDT 2019","","","3JMSRU9HQLEN6YFCW26FZPRBDR7EVY","A18FSYII1S6EOQ","Approved","Fri Apr 26 02:44:33 PDT 2019","Fri Apr 26 02:55:48 PDT 2019","Mon Apr 29 02:55:48 PDT 2019","Fri Apr 26 04:20:34 PDT 2019","","","675","100% (74/74)","100% (74/74)","100% (74/74)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Maggie_555_Joseph_390.png","Similar pair"
"302U8RURJ1LPDKUWZY4W1SQYZA4VND","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 02:44:00 PDT 2019","3","BatchId:3621445;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 02:44:00 PDT 2019","","","3NL0RFNU0I7RYLO78SGVOU43K46K4C","A2A3J4WWZCXG08","Approved","Fri Apr 26 02:44:51 PDT 2019","Fri Apr 26 02:45:21 PDT 2019","Mon Apr 29 02:45:21 PDT 2019","Fri Apr 26 04:20:35 PDT 2019","","","30","100% (102/102)","100% (102/102)","100% (102/102)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Maggie_555_Joseph_390.png","Similar pair"
"302U8RURJ1LPDKUWZY4W1SQYZA4VND","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 02:44:00 PDT 2019","3","BatchId:3621445;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 02:44:00 PDT 2019","","","3R5F3LQFV54QR9XBRDYEP7YL54JOZC","A3QAYF2DJRNIUP","Approved","Fri Apr 26 02:44:54 PDT 2019","Fri Apr 26 02:52:11 PDT 2019","Mon Apr 29 02:52:11 PDT 2019","Fri Apr 26 04:20:35 PDT 2019","","","437","100% (7/7)","100% (7/7)","100% (7/7)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Maggie_555_Joseph_390.png","Similar pair"
"304QEQWKZR4R24TSXGGKVO0DVOWO0T","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 02:43:59 PDT 2019","3","BatchId:3621445;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 02:43:59 PDT 2019","","","35DR22AR5G4C0P4A7XQ14JKZ2DQ3X0","A2B0DHIYXB7647","Approved","Fri Apr 26 02:45:56 PDT 2019","Fri Apr 26 02:49:04 PDT 2019","Mon Apr 29 02:49:04 PDT 2019","Fri Apr 26 04:19:54 PDT 2019","","","188","100% (89/89)","100% (89/89)","100% (89/89)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Victor_282_Oliver_469.png","Dissimilar pair"
"304QEQWKZR4R24TSXGGKVO0DVOWO0T","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 02:43:59 PDT 2019","3","BatchId:3621445;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 02:43:59 PDT 2019","","","3G0WWMR1UY4ZVWW832FOJPMCARTNQ2","A1IN5BCUGDUFRW","Approved","Fri Apr 26 02:45:34 PDT 2019","Fri Apr 26 02:45:41 PDT 2019","Mon Apr 29 02:45:41 PDT 2019","Fri Apr 26 04:19:54 PDT 2019","","","7","100% (86/86)","100% (86/86)","100% (86/86)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Victor_282_Oliver_469.png","Similar pair"
"304QEQWKZR4R24TSXGGKVO0DVOWO0T","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 02:43:59 PDT 2019","3","BatchId:3621445;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 02:43:59 PDT 2019","","","3QXNC7EIPLFQI1NFLU24MI0ASYF90S","A1MTQP7TA5RCOB","Approved","Fri Apr 26 02:46:12 PDT 2019","Fri Apr 26 02:46:16 PDT 2019","Mon Apr 29 02:46:16 PDT 2019","Fri Apr 26 04:19:54 PDT 2019","","","4","100% (2/2)","100% (2/2)","100% (2/2)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Victor_282_Oliver_469.png","Similar pair"
"304QEQWKZR4R24TSXGGKVO0DVOX0O6","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 02:43:55 PDT 2019","3","BatchId:3621445;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 02:43:55 PDT 2019","","","3KB8R4ZV1HR6HYDXXG53YGIGNF7BG7","A2W42HPVYJFLNM","Approved","Fri Apr 26 02:45:55 PDT 2019","Fri Apr 26 02:49:14 PDT 2019","Mon Apr 29 02:49:14 PDT 2019","Fri Apr 26 04:19:40 PDT 2019","","","199","100% (97/97)","100% (97/97)","100% (97/97)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Thomas_632_Grace_515.png","Dissimilar pair"
